City,State,Total Sales,Latitude,Longitude
campina grande,PB,3316,-7.231313261742024,-35.89001979735952
viamao,RS,3315,-30.07309877474608,-51.068027918179055
sao sebastiao,SP,3290,-23.78541052158044,-45.53962846989543
nova venecia,ES,3287,-18.705854386472463,-40.40462932422648
eunapolis,BA,3278,-16.371627053668863,-39.5858978363224
lencois paulista,SP,3268,-22.60014000144564,-48.79847179046249
casimiro de abreu,RJ,3234,-22.486853879103702,-42.19138385016205
aguai,SP,3222,-22.05676754274237,-46.97605676415607
bariri,SP,3211,-22.074148535297056,-48.740361206418086
monte azul paulista,SP,3197,-20.90669650734388,-48.6424125457541
santa rita do passa quatro,SP,3192,-21.703936216237352,-47.48258451562618
anapolis,GO,3171,-16.32661729394051,-48.947026971509544
camacari,BA,3170,-12.703686878148122,-38.32640816118882
morro agudo,SP,3135,-20.728888266924546,-48.05410656624033
sao joao nepomuceno,MG,3128,-21.5378584849691,-43.01147595908101
agudos,SP,3128,-22.470466346179503,-48.98601087578644
cruzeiro,SP,3112,-22.572925490253507,-44.962691431084075
parati,RJ,3108,-23.215653568544237,-44.70625430779404
campo novo do parecis,MT,3102,-13.678739773966846,-57.89540839585879
santo anastacio,SP,3102,-21.97689822139493,-51.65257016047013
franco da rocha,SP,3094,-23.31914610074485,-46.72392540331468
campo mourao,PR,3091,-24.03841074876648,-52.376820151254314
almenara,MG,3088,-16.17677524731576,-40.693787819652535
jacarezinho,PR,3072,-23.158310543111,-49.97589883972992
santa rosa,RS,3046,-27.912625651792528,-54.426150441035055
palmas,PR,3040,-26.4848012771103,-51.98990547422303
capelinha,MG,3020,-17.695889076513044,-42.51735231797427
conchal,SP,3003,-22.338518695550928,-47.168702567686644
balsas,MA,3000,-7.528342748788112,-46.042246899647395
guanhaes,MG,2983,-18.775579199268293,-42.93188489378452
miracema,RJ,2970,-21.41128853662328,-42.19621702177634
igrejinha,RS,2960,-29.57188931696104,-50.794740068512056
santo antonio de posse,SP,2960,-22.605573745885025,-46.920154819811344
carmo do paranaiba,MG,2952,-18.998627111546597,-46.30995250477632
cerqueira cesar,SP,2940,-23.034013821963832,-49.16277608958893
cataguases,MG,2930,-21.385346835600124,-42.69601450132386
quirinopolis,GO,2928,-18.44613575889843,-50.45127138701182
rosario do sul,RS,2898,-30.254781925783224,-54.9205489788042
nova granada,SP,2898,-20.536206896215884,-49.32113589711543
claudio,MG,2898,-20.438748612768357,-44.764109547661604
serra negra,SP,2896,-22.61618709340345,-46.71042892850524
alegrete,RS,2894,-29.786215148249546,-55.79132428949772
queimados,RJ,2887,-22.712102273964664,-43.56212070044543
ibirite,MG,2884,-20.017065644533005,-44.06837168546971
bastos,SP,2873,-21.921338855590662,-50.73222682174188
jales,SP,2871,-20.27046863414278,-50.54465697651128
dourados,MS,2866,-22.224700445700524,-54.81062965563052
esteio,RS,2834,-29.84804923415345,-51.16619815466976
cachoeiras de macacu,RJ,2826,-22.470987886777436,-42.65758080205841
candido mota,SP,2822,-22.751081004825203,-50.38720869113689
dois irmaos,RS,2812,-29.587907225845438,-51.09141518531482
morrinhos,GO,2780,-17.733108195856715,-49.11374034658264
itapetinga,BA,2717,-15.250539108521686,-40.24438092671542
valparaiso de goias,GO,2709,-16.073003905949697,-47.983832477142805
monte siao,MG,2706,-22.43061273369082,-46.573340848104934
bambui,MG,2703,-20.01507460722608,-45.97650118605776
juazeiro,BA,2699,-9.421025679903105,-40.50012666684558
formosa,GO,2695,-15.545825058479153,-47.332323498778976
frederico westphalen,RS,2685,-27.35715318965019,-53.39621142026268
santo antonio da patrulha,RS,2682,-29.831516933795598,-50.51790273577648
sao luiz gonzaga,RS,2656,-28.405446421587822,-54.95778369160843
venda nova do imigrante,ES,2618,-20.33194066682444,-41.13348295102573
brotas,SP,2613,-22.281994475802833,-48.12501314132325
caxambu,MG,2608,-21.98054079607979,-44.931758960734925
esmeraldas,MG,2608,-19.783148905357635,-44.25470463104368
charqueadas,RS,2601,-29.958321998411424,-51.62417591855194
viradouro,SP,2575,-20.868050020007193,-48.293550498928695
itatiaia,RJ,2546,-22.48102269886016,-44.558064255039305
campo largo,PR,2545,-25.462585825396406,-49.531644068512776
olinda,PE,2539,-7.989549956885992,-34.854779573169196
americo brasiliense,SP,2538,-21.73329860676633,-48.10993919251068
vargem grande do sul,SP,2532,-21.83523840264715,-46.89933155386077
barrinha,SP,2527,-21.190972771076314,-48.15635253001892
castelo,ES,2520,-20.605142342946397,-41.205064130819856
bom jesus dos perdoes,SP,2516,-23.13616058232984,-46.46885246046591
jardinopolis,SP,2509,-21.0251877279165,-47.77322291773507
caruaru,PE,2493,-8.27734535906185,-35.97116625023042
parnamirim,RN,2488,-5.890744753099015,-35.21466582597806
sao mateus,ES,2487,-18.72079767645998,-39.847216594177034
cajati,SP,2480,-24.728332929279564,-48.11332912420281
santa rosa de viterbo,SP,2465,-21.483448896972753,-47.36866478744313
santana do livramento,RS,2464,-30.889412218695725,-55.53309511746364
sapucaia do sul,RS,2445,-29.828934901921855,-51.147298977002166
iguape,SP,2436,-24.70466163927349,-47.55479647141521
itaocara,RJ,2430,-21.678293518351545,-42.08510891207472
penha,SC,2416,-26.790947096031577,-48.631575850519475
lapa,PR,2412,-25.764399032745597,-49.71969861184384
iturama,MG,2408,-19.729620089796292,-50.19943219902887
santa vitoria do palmar,RS,2400,-33.520250174156054,-53.35668929821314
bombinhas,SC,2400,-27.15729033482312,-48.50553197897088
salto de pirapora,SP,2392,-23.650817047295586,-47.577566440203306
pitangueiras,SP,2380,-21.01000725213904,-48.21929005048194
pirajui,SP,2368,-21.996521655762802,-49.45442298624277
paraguacu,MG,2358,-21.550266749389174,-45.7349478592904
umuarama,PR,2350,-23.76093430191294,-53.30429699621043
ibipora,PR,2340,-23.269486607397873,-51.05305751411668
jose bonifacio,SP,2340,-21.057516900223238,-49.689422731375565
santo antonio da platina,PR,2338,-23.295088019337395,-50.0756046976404
jaguariaiva,PR,2336,-24.257636428754328,-49.7162690203528
agua boa,MT,2331,-14.053955395027407,-52.16616645305987
palmeira das missoes,RS,2329,-27.89862480174385,-53.3108941539545
itaborai,RJ,2326,-22.75050455123957,-42.86761387151533
estrela,RS,2325,-29.497250928682554,-51.958373172436566
jacutinga,MG,2320,-22.288145356178884,-46.61200126172022
pereira barreto,SP,2312,-20.64178421014118,-51.10783450259556
rio negro,PR,2295,-26.09521921086091,-49.787435890380834
cachoeira do sul,RS,2292,-30.037992747296368,-52.897207434770195
sao pedro,SP,2288,-22.551504805737167,-47.90677329155473
campo limpo paulista,SP,2283,-23.2139274543117,-46.77446213777185
santa vitoria,MG,2278,-18.847897815765208,-50.13208979907138
mirandopolis,SP,2265,-21.131922273479898,-51.10300715867033
nossa senhora do socorro,SE,2265,-10.864126630199404,-37.09230900802694
ipora,GO,2256,-16.43914823025746,-51.11670126292283
sao bento do sul,SC,2246,-26.24678842742717,-49.38352480344826
nova prata,RS,2240,-28.78192123440942,-51.60931660002324
sabara,MG,2232,-19.8822612327096,-43.85675447240886
guariba,SP,2226,-21.36347334469748,-48.2295879769369
sapiranga,RS,2226,-29.63712857173702,-51.00620417065392
lagoa vermelha,RS,2212,-28.212177891124348,-51.524458322344515
paty do alferes,RJ,2200,-22.420070226947395,-43.420168904197645
descalvado,SP,2198,-21.90875340512431,-47.61985789357961
paulo afonso,BA,2191,-9.405985565416502,-38.22269086669772
andradas,MG,2184,-22.070559830857196,-46.573545435867445
pontal,SP,2171,-21.026355638032346,-48.037296502932406
sacramento,MG,2163,-19.869696427994107,-47.444425169865
lagoa da prata,MG,2160,-20.024339492011258,-45.53711101921905
conceicao do mato dentro,MG,2145,-19.02991877113074,-43.42796737041204
indaial,SC,2145,-26.89648005258714,-49.23860645315719
sao joao da barra,RJ,2145,-21.66813112748897,-41.05734354666014
posse,GO,2144,-14.087491199241876,-46.361522262799916
uruacu,GO,2142,-14.52078902692447,-49.14260227783241
teutonia,RS,2142,-29.481789838978695,-51.80838831894322
taquarituba,SP,2142,-23.53258386021615,-49.24675112784332
seropedica,RJ,2136,-22.756749399063377,-43.692317267656364
nova andradina,MS,2128,-22.247982694700823,-53.3473683429339
sarzedo,MG,2124,-20.03877382561652,-44.139519353077375
alta floresta,MT,2115,-9.878937658167418,-56.08448411960735
nova odessa,SP,2113,-22.785554469410048,-47.29795107255772
alvorada,RS,2102,-30.00707917013713,-51.0703667191769
petrolina,PE,2102,-9.386005084442468,-40.50394268971874
imperatriz,MA,2068,-5.521648571146167,-47.48018581694209
serrana,SP,2067,-21.208336726078613,-47.60207903584118
igarape,MG,2064,-20.067077404659525,-44.3060769165421
itaqui,RS,2064,-29.13318019944458,-56.55155856151668
fraiburgo,SC,2041,-27.030836302706774,-50.92139981868291
junqueiropolis,SP,2033,-21.511846854087015,-51.43553684389453
sao lourenco do sul,RS,2025,-31.364284714806416,-51.97859371677823
aparecida de goiania,GO,2014,-16.76761470653321,-49.272945388758195
santo antonio do monte,MG,2010,-20.087470955420027,-45.28861617996176
taquara,RS,2005,-29.651053647744117,-50.781936070232625
serrinha,BA,1984,-11.661519799225278,-39.005473682339726
boa esperanca,MG,1980,-21.095667478469785,-45.56076195510592
dom pedrito,RS,1980,-30.979333230497247,-54.66950956377312
casa branca,SP,1976,-21.789578382056817,-47.07154461169441
alto paraiso de goias,GO,1971,-14.13799307289186,-47.51721599407182
tres marias,MG,1963,-18.20881855199274,-45.22666185394092
alegre,ES,1962,-20.761299711200174,-41.53475531507988
itaguai,RJ,1961,-22.871297944320155,-43.782086548010284
porto uniao,SC,1960,-26.248228675931426,-51.079252889417965
jequie,BA,1955,-13.861925707569757,-40.08170352430423
cruz alta,RS,1954,-28.642403689500714,-53.60559004292702
pilar do sul,SP,1946,-23.811799896344418,-47.723449977507144
matozinhos,MG,1944,-19.56139481527198,-44.075122355351375
marialva,PR,1938,-23.484246498433567,-51.79910751418011
aracati,CE,1932,-4.56749950046972,-37.76354567524662
garibaldi,RS,1920,-29.25474392315214,-51.52802635844681
parobe,RS,1896,-29.63191577881873,-50.83460105568446
capao bonito,SP,1888,-24.004945109367537,-48.34868955725187
camboriu,SC,1884,-27.019324637831073,-48.65367873826842
piuma,ES,1881,-20.840864758464974,-40.73356663231346
paraisopolis,MG,1876,-22.551350953007073,-45.77839281235348
sao francisco de itabapoana,RJ,1872,-21.537552974422702,-41.175931724874005
laranjeiras do sul,PR,1861,-25.40615589394691,-52.41202454913966
pinheiral,RJ,1860,-22.5119345644728,-44.00681818893026
pariquera-acu,SP,1860,-24.715567562212442,-47.88139884289713
santa maria de jetiba,ES,1860,-20.0292306401837,-40.74832030758146
guaratuba,PR,1860,-25.888595862552247,-48.58518455198979
bacabal,MA,1848,-4.228326048394931,-44.78624219738785
coxim,MS,1846,-18.506597819337028,-54.74755762906915
imbe,RS,1845,-29.94972978242325,-50.11887848876309
cordeiropolis,SP,1840,-22.48187407881655,-47.4601004341823
conceicao de macabu,RJ,1820,-22.08725594546256,-41.867523558957856
macatuba,SP,1818,-22.514469160938607,-48.717086726954214
bonfim paulista,SP,1817,-21.25342334993521,-47.816947598620715
nova era,MG,1808,-19.764988243995408,-43.029864386882224
itanhandu,MG,1806,-22.296845566723324,-44.936713176880104
pirapozinho,SP,1800,-22.2757359214643,-51.498131240419966
ibate,SP,1794,-21.950693746413013,-48.00206978588495
joao pinheiro,MG,1782,-17.72989819511337,-46.165820859586084
mococa,SP,1779,-21.466140709463748,-47.007513368018024
flores da cunha,RS,1778,-29.03613785421223,-51.18319995780464
biguacu,SC,1775,-27.506850419566458,-48.6468281692506
boa vista,RR,1769,2.82570990162606,-60.69401199171399
francisco morato,SP,1765,-23.283141355045217,-46.74000885452689
teodoro sampaio,SP,1764,-22.529245667763387,-52.17228489957162
farroupilha,RS,1763,-29.272959550970633,-51.35608405985338
bandeirantes,PR,1750,-23.111463626349057,-50.37215320905645
abaetetuba,PA,1750,-1.723644125520507,-48.88134909265682
paranaiba,MS,1740,-19.673700996150814,-51.1936269541959
mangaratiba,RJ,1736,-22.949281354174854,-44.01433893111173
tambau,SP,1729,-21.70530822395203,-47.274983522400234
ipero,SP,1729,-23.365043470667995,-47.677269789311424
ivoti,RS,1729,-29.605798424677538,-51.16429709669654
sao miguel arcanjo,SP,1716,-23.877919557387873,-47.9948014197297
pomerode,SC,1716,-26.731177008382257,-49.170022045659955
gaspar,SC,1714,-26.911208190781505,-48.95500387797663
fazenda rio grande,PR,1708,-25.65217446709567,-49.30692575382124
maracaju,MS,1696,-21.62177785461712,-55.165256489830185
itajobi,SP,1692,-21.314615447598676,-49.05537942757927
iracemapolis,SP,1691,-22.58648199262717,-47.5143276232728
sao gabriel da palha,ES,1690,-19.017212409936615,-40.5371676029014
teixeira de freitas,BA,1674,-17.54025417842114,-39.736783838029055
inhumas,GO,1666,-16.36144055673252,-49.496767616195804
eusebio,CE,1659,-3.8791225934787654,-38.4575537400096
dois corregos,SP,1656,-22.367915204565957,-48.38643158098792
quatro barras,PR,1653,-25.371534694364744,-49.07827325623163
navirai,MS,1650,-23.060770292055444,-54.20032089950409
paranavai,PR,1650,-23.081349433258584,-52.458365720053855
juina,MT,1632,-11.421250237497793,-58.77394728625008
manhumirim,MG,1632,-20.35678948489691,-41.956770610537966
guacui,ES,1632,-20.772679262708525,-41.67506134797884
cicero dantas,BA,1628,-10.59350789825776,-38.38396307994342
niquelandia,GO,1624,-14.47011262610958,-48.456923554748386
loanda,PR,1620,-22.92958347247877,-53.13574977982756
ituporanga,SC,1616,-27.417855303300676,-49.59893604697447
porangatu,GO,1610,-13.438798262439096,-49.14638724640524
itamaraju,BA,1606,-17.037479581323236,-39.53348039223088
salgueiro,PE,1600,-8.071322538838727,-39.12356938445967
guararema,SP,1600,-23.403273495281574,-46.04505133676239
barra do pirai,RJ,1597,-22.47277098100879,-43.82166719878482
eldorado do sul,RS,1596,-30.013180981170404,-51.32450951616651
bom jesus da lapa,BA,1584,-13.253728092640767,-43.41213241556585
barroso,MG,1575,-21.19124757786907,-43.974961269698596
rolandia,PR,1575,-23.31532536778368,-51.372937475782244
cunha,SP,1568,-23.070013051285418,-44.954714849014685
palotina,PR,1560,-24.28385072395331,-53.838069001583065
espera feliz,MG,1558,-20.647545575563743,-41.90910060677315
catalao,GO,1553,-18.169412473646386,-47.94569304231077
goioere,PR,1548,-24.185834485083557,-53.02532749670743
assis chateaubriand,PR,1534,-24.400604392203892,-53.51592696137977
jaguarao,RS,1530,-32.56107331869628,-53.378161005488266
tres de maio,RS,1526,-27.776497716559234,-54.23532379311631
pompeu,MG,1524,-19.224083554884075,-45.000091438404006
buritis,MG,1515,-15.62760155448214,-46.426428022556316
conselheiro pena,MG,1512,-19.166118817543197,-41.472417449499105
aracruz,ES,1509,-19.849330718087238,-40.23545738933838
regente feijo,SP,1508,-22.22186458057867,-51.30340420406727
estancia velha,RS,1506,-29.657610949757508,-51.17242948780759
telemaco borba,PR,1483,-24.330375266128865,-50.62475291777771
ponta pora,MS,1482,-22.533088194841834,-55.723362870012615
aracoiaba da serra,SP,1474,-23.512351732467838,-47.6055597997902
miguelopolis,SP,1470,-20.18261172241867,-48.02816361474386
costa rica,MS,1470,-18.54136473736157,-53.13290502831458
barra velha,SC,1458,-26.659851823909243,-48.68900082491745
aluminio,SP,1456,-23.524585370460645,-47.25637239353671
castro,PR,1454,-24.796763082547354,-49.995442565931626
santa gertrudes,SP,1443,-22.45338003238166,-47.53501749309756
santa adelia,SP,1440,-21.243769353241003,-48.80481087256052
sao gabriel do oeste,MS,1440,-19.386517960927925,-54.578796343761645
campo verde,MT,1440,-15.550699776388191,-55.17190558221742
ipojuca,PE,1425,-8.4433748060423,-35.03118658174167
rio das pedras,SP,1419,-22.842649281868074,-47.607205969278304
taiobeiras,MG,1417,-15.811969632619617,-42.22696493788545
sombrio,SC,1416,-29.10842822273192,-49.635401751693095
pirapora do bom jesus,SP,1411,-23.404053814612357,-46.99519585610396
barra de sao joao,RJ,1406,-22.576073030641563,-41.98881120923672
lucelia,SP,1404,-21.72349305854318,-51.01911414153164
quissama,RJ,1404,-22.109429801923472,-41.47049665839748
brodowski,SP,1404,-20.989159414713715,-47.65469199376631
tres lagoas,MS,1399,-20.793326643179814,-51.70469022274434
santa maria da vitoria,BA,1395,-13.388792835513174,-44.200454512068404
bom jardim,RJ,1386,-22.159061369881236,-42.41777891497736
guaramirim,SC,1372,-26.47365663262568,-48.98756041563765
tres passos,RS,1368,-27.454605175949215,-53.933499285615106
carmo,RJ,1365,-21.932066089976125,-42.60705331882531
goiatuba,GO,1364,-18.01237133249587,-49.368200795314046
martinopolis,SP,1360,-22.14747713134099,-51.16917780708699
rio negrinho,SC,1358,-26.255763826836237,-49.5209001540584
pradopolis,SP,1356,-21.359825797059045,-48.074061141625435
castilho,SP,1356,-20.867354287153848,-51.49094641911694
fartura,SP,1356,-23.388768729117523,-49.510588793328
cambara,PR,1352,-23.041672139158198,-50.07522262791197
alagoinhas,BA,1346,-12.137525814748315,-38.4179153012049
taquari,RS,1339,-29.79224496221863,-51.86129882934187
varzea grande,MT,1332,-15.64831590294666,-56.12239754373597
paraiso do tocantins,TO,1331,-10.174290622947286,-48.88831641787125
paulista,PE,1324,-7.931553956741457,-34.851871816286305
santa cruz das palmeiras,SP,1323,-21.826447638217523,-47.248833610292124
itai,SP,1320,-23.41845685230376,-49.09130400580992
pontes e lacerda,MT,1314,-15.235028013478521,-59.33224158747358
mendes,RJ,1313,-22.526874426303003,-43.733794597580165
ipua,SP,1313,-20.44546366082528,-48.01385956770848
pirai,RJ,1311,-22.62600562232185,-43.89481338911753
carandai,MG,1298,-20.95008683073107,-43.80378347912661
monte alegre do sul,SP,1297,-22.694432675165036,-46.97496946931777
carmo do rio claro,MG,1296,-20.971414082607943,-46.12166275471376
taio,SC,1292,-27.118393024537376,-50.00022091980637
santo antonio de jesus,BA,1289,-12.943212202095486,-39.24145617816065
andira,PR,1288,-23.04855736521523,-50.23049478428884
quata,SP,1287,-22.24728780004763,-50.700690771212585
coronel vivida,PR,1284,-25.98447787550588,-52.56794200558743
capinzal,SC,1276,-27.352628011182304,-51.60578720910826
bocaiuva,MG,1274,-17.113996073970316,-43.813786644672106
